"","comicName","comicSum","comicGrade"
"1745","1인용 기분","오늘, 우리의 기분","9.88"
"1746","뱀블러프","- 씨가 말라간다.","9.75"
"1747","남조선일기","똑같으면서도 완전히 다른 한반도, 윗동네 친구들의 남조선 표류기","9.73"
"1748","Mega 디저트 4총사","모든 것은 디저트로 연결되나요?","9.65"
"1749","우린 NPC다","NPC들의  개그판타지","9.68"
"1750","소온치 이야기","소온치 이야기","9.66"
"1751","FREEKICK","청춘 프리킥!","9.79"
"1752","피플","액션 스릴러...","9.84"
"1753","등선(登仙)","도사에서 신선되기","9.50"
"1754","MY 0호 팬 (마이영호팬)","아이돌 순정","9.86"
"1755","친해져요 금봉씨","시골마을에 괴물이?","9.84"
"1756","요리GO",".","9.85"
"1757","향기방기 연애일기","엉뚱발랄 연애일기","9.70"
"1758","학용품 대전","학용품 배틀물","9.75"
"1759","천상의 전령사","죽음을 통보하는 편지를 배달하는 이야기","9.49"
"1760","바스티아 대륙이야기 -마왕의 대륙-","리얼중세판타지","9.42"
"1761","노미를 잡아라","의문의 소녀 노미","9.63"
"1762","무한의 팔라무트","왕들의 이야기","9.80"
"1763","멋지다고 해줘!","남자시점 순정만화","9.49"
"1764","루벤스와푸생","악연이라 생각하는 남자와 인연이라 생각하는 여자의 지독한 현실 속 사랑이야기.","9.27"
"1765","뜨뜨미지근한","일상의 차갑거나 따뜻한 이야기","9.86"
"1766","대디보이","열혈 본격 학원 육아물","9.73"
"1767","나비리본","죽기 전의 스토리","9.78"
"1768","도깨비 하우스","수상한 하숙집","9.83"
"1769","그녀의 첫사랑","그녀, 첫사랑과 재회하다","9.50"
"1770","식스틴",".","9.88"
"1771","이제 오냥?","순살 크런키 치킨과 가족들의 이야기","9.84"
"1772","생각하는 정이","일상을 그려나가요","9.86"
"1773","다시 만나요","현실이 된 너","9.26"
"1774","싱글리틀파파 다이어리","대학생 육아일기","9.88"
"1775","동물 마누라","내 아내는 동물입니다.","9.77"
"1776","연애를 못하는 남자","승우의 연애 성공기","9.85"
"1777","무슨일이에요?","whats going on?","9.77"
"1778","철없는 수의대생의 일상","공부 언제 하냐!!","9.89"
"1779","한참연하","..","9.65"
"1780","여름밤에 문을 두드린 산타","사람이 된 고양이와 개","9.88"
"1781","뱀프 브라더스","뱀파이어와 인간사이","9.88"
"1782","AMOR","뱀파이어","9.73"
"1783","행복을 입혀 드립니다","행복을 만드는 옷쟁이","9.90"
"1784","옆집에 신이산다","로맨스 판타지","9.72"
"1785","고교생을 환불해 주세요","누가 내 인생 환불 좀!","9.90"
"1786","오늘과 내일의 경계","괴물 몽마와의 사투","9.89"
"1787","자살방지위원회","자살을 원하는 사람들 이야기","9.90"
"1788","커먼 라이더스","로드사이클을 타는 평범한 사람들의 이야기","9.71"
"1789","룽과크리스","자칭 중세배경의 의사와싸이코의 이야기.","9.87"
"1790","안녕도깨비","우리 마을에 도깨비가 산다?","9.87"
"1791","꿈조각꿈","꿈조각꿈","9.88"
"1792","나루아씨전","동양판타지","9.86"
"1793","꼬리","-","9.68"
"1794","러블리러브","사랑에 빠진 것을 아무에게도 말하지 않는","9.60"
"1795","5kg을 위하여","5kg을 위하여!","9.89"
"1796","우리 남매의 일상은","남매들의 화려한 일상.","9.88"
"1797","이웃집 성녀님!","세계를 구한 용사와 성녀! 특별한 그들의 별볼일 없는 이야기!","9.54"
"1798","가담가담","학원암살물","9.89"
"1799","긁지 않은 복권","날씬 복권","9.89"
"1800","잃어버린 시간을 드립니다","시간을 모으는 남자들 ::: 금요일연재","9.86"
"1801","긁적긁적","가려울 때도, 겸연쩍을 때도, 심심할 때도 긁적긁적.","9.43"
"1802","그래도 행성은 돈다","자전이랑 공전한다","9.27"
"1803","윙","도사가 되어라! 모험 판타지","9.59"
"1804","신화의 나라","신화를 잇는 이야기","9.78"
"1805","오늘의 양송","양과 송 부부의 즐거운 나날들","9.81"
"1806","계약우정","삼포세대 비긴즈","9.84"
"1807","королева(퀸)","액션,느와르","9.82"
"1808","인어의 연못","인어를 만나는 남자","9.90"
"1809","PANDEMIC","모두의 이야기","9.83"
"1810","재건! 마왕성","파괴된 마왕성을 재건하라!","9.87"
"1811","INCURSION - 나락의 도시","[본격좀비건축만화]","9.76"
"1812","하늘에 핀 동백꽃","변화와 변화의 이야기.","9.88"
"1813","개포트","동물병원 이야기","9.88"
"1814","별▶주부전","현대판 별주부전이 시작된다!","9.86"
"1815","낭랑 18세","남자가 꼬인다?","9.86"
"1816","뚱뚱이 탈출기","닭살순정만화","9.76"
"1817","너를 위해","조금 특별한 사랑이야기.","9.89"
"1818","뷰티풀 맨","한 남자의 인생","9.79"
"1819","상냥한 녀석들","캠퍼스 로맨스","9.79"
"1820","괴신","모두 , 괴신이었다","9.86"
"1821","Cafe OK","어떤 카페의 주인장, 명랑한 고양이 비비와 과묵한 매력을 지닌 늑대씨가 풀어가는 일상 이야기","9.88"
"1822","저승길잡이","이승과 저승의 경계","9.90"
"1823","희망사항","소녀의 일기장","9.86"
"1824","그리고 아무 일도 없었다.","그녀석과 만난 이야기 학원개그로맨스","9.83"
"1825","스펙터즈","근미래 이능력팀배틀","9.90"
"1826","Save Me","자존심싸움","9.86"
"1827","그냥 엄청난 판타지","뻔하지 않은 개그 판타지","9.83"
"1828","보급형 콤플렉스","보급형 내 인생","9.90"
"1829","신라의 달밤","솔직하고 당찬 신라 소녀 김만월!","9.89"
"1830","우주인 미밍일기","귀염터지는힐링물♡","9.90"
"1831","용사를 찾아서","용사를 찾아서","9.38"
"1832","회장님","회장님의 첫사랑♥【시트콤같은 4컷개그】","9.61"
"1833","카페레","십년치 일기","9.85"
"1834","오늘부터 다이어트","오늘부터 다이어트","9.87"
"1835","쿨쿨상담","쿨하지 않은 연애담","9.86"
"1836","내 안에 깃든 너","최강의 귀신. 인간에게 깃들다.","9.91"
"1837","너인 듯 네가 아닌","SF 순정만화","9.89"
"1838","이상의세상","이상한 놈들의 동거","9.16"
"1839","풍월주","스릴러","9.84"
"1840","Animal Today (애니멀 투데이)","그냥 동물 개그만화","8.94"
"1841","안녕,호두","호두의 소소한 일상툰!","9.90"
"1842","숨은 연애 찾기","어디있니, 내사랑!","9.73"
"1843","너에게까지 시속 100km","사랑에도 속도가 있다면 너에게까지 달려가는 내 속도는 100km야!","9.85"
"1844","회색문: 괴담","괴담 만화","9.83"
"1845","차원의 소녀","저주의12가지이름","9.89"
"1846","니플헤임","지하,지상의 이야기","9.86"
"1847","애니멀 다이어리","소심녀학생 성장로맨스","9.71"
"1848","공략개시!!","현실공략게임","9.88"
"1849","일기장","짝사랑","9.88"
"1850","오늘도 냥냥냥♪","컴백냥♪","9.87"
"1851","달콤포근 베이커리","맛있는 로맨스","9.82"
"1852","드리머즈","드림워커들의 이야기","9.00"
"1853","호랑이와 해님달님","<해님달님> 제2장","9.88"
"1854","네가 내 천사라고?!","천사 맞아?","9.87"
"1855","동물의 왕국","주인공의 파트너찾기","9.80"
"1856","컬러풀","너의 감정이 보여","9.83"
"1857","선수들","대한민국 선수들의 이야기","9.66"
"1858","페이퍼","능력은 완성되어 가는것","9.81"
"1859","502호의 묘책","냥이와일인족이야기","9.89"
"1860","가비도령","가비와 도령의 모험","9.67"
"1861","100%의 연인","보통의 연애","9.89"
"1862","꾼대꾼","천상꾼이 되려는 꾼","9.85"
"1863","날개 있는 천사 천씨청년","천사를 만나다","9.88"
"1864","송곳니 가족","소설툰 (읽는만화)","9.38"
"1865","컬러리스트","연극동아리","9.85"
"1866","호곡","조선의 왕 천군이 사라지고 3년 뒤... 한 소녀가 나타나다","9.02"
"1867","세피아","#스파이 #액션 #능력물","9.85"
"1868","마고","동화의 재구성.","9.89"
"1869","최초의 다정","은하계 의료 판타지","9.82"
"1870","너도 날 좋아해줬으면","사랑의 잔향","9.88"
"1871","니친구 김저키","김저키의 험난한일상","9.72"
"1872","누나가 돌아왔다!","농촌 로맨스","9.77"
"1873","파리에서 살아남기","파리 일상툰","9.83"
"1874","어쩌다 여고","여고 → 남녀공학","9.79"
"1875","이매무당전","강한 힘을 가진 인간과 힘을 잃은 도깨비의 힐링드라마","9.91"
"1876","신세기 단편 동화","감성 스토리","9.89"
"1877","이계리턴즈","이계리턴즈","9.85"
"1878","도시남녀제주라이프","도시커플 제주이주툰","9.67"
"1879","잘가, 좋은 아침이야","소녀 돌아오다.","9.87"
"1880","미친악마","선녀와 악마 환생!","9.84"
"1881","개를 낳았다~만남부터 이별까지~","나는 개를 낳은 개엄마입니다.","9.89"
"1882","피그말리온","Pygmalion","9.88"
"1883","너는 내게","청춘 로맨스","9.89"
"1884","새는 시간을 난다","환상을 보는 남자","9.89"
"1885","인더섀도우","그림자 이동 초능력","9.89"
"1886","지천명 단편집","어서오세요.","9.75"
"1887","인수니즘 코믹스","세번째 삶","9.79"
"1888","마도","중세 판타지","9.74"
"1889","저주인형","판타지 일상 로맨스","9.89"
"1890","극한고딩","하드코어 스쿨라이프","9.89"
"1891","루나샵에 어서오세요!","마법용품가게 루나샵","9.89"
"1892","묘 (猫) 하게 이끌리는","고양이 저승 판타지","9.80"
"1893","그 앨리스에게 판타지란 없다","이상한 동화 판타지","9.89"
"1894","아케미아 아카데미","연금술사,학원물","9.91"
"1895","그악나천","순정만화의 정석","9.52"
"1896","가족같은회사","완결","9.86"
"1897","신선 마트 중간계지점","얼렁뚱땅 세상나기","9.89"
"1898","점핑오버","찌질하지 않아","9.70"
"1899","고양이툰","적당히 꽃 같은 만화","8.69"
"1900","체크메이트 더 게임","지상과지하,인간체스","9.57"
"1901","우리들의 트로이메라이","리메이크 본 백업","9.88"
"1902","DOLL","인형술사, 재봉사, 마녀.","9.90"
"1903","24","원본, 도플갱어","9.36"
"1904","오리의 호수","성장기 장편 드라마","9.39"
"1905","나오의 결계","일상 판타지","9.73"
"1906","열일곱","업뎃","9.57"
"1907","히어로키-악의돼지삼형제 ReMake","악당, 히어로 되다","9.59"
"1908","사가","영웅들의 이야기","9.62"
"1909","Please kiss me, Princess","엘라와루이스의 모험","9.90"
"1910","더블랙LABEL","여성느와르","9.90"
"1911","나도 예쁘고 싶다","예뻐지고 싶다.","9.79"
"1912","잘 부탁해, 얘들아","일상,개그물","9.90"
"1913","참새는 새신부!","폭신달콤한 로맨스","9.80"
"1914","혼밥, 혼술, 혼자 사는 이야기","혼밥, 혼술, 혼자 사는 이야기","9.90"
"1915","새을비전","깨어나세요 도사여!","9.86"
"1916","검은선","17살 선이의 나날","9.86"
"1917","미래의너에게","미래를 보는 소녀의 로맨스","9.89"
"1918","내 여동생은 귀여워","사이좋은 남매의 일상 이야기.","7.17"
"1919","키치 꼬치","아니 그게 아니라","8.87"
"1920","봉순이 일기","봉순의 평범한 일상","9.84"
"1921","홍할홍할","★개그 힐링툰★","9.86"
"1922","흑묘","검은 고양이 사냥꾼","9.73"
"1923","초월! 집사소녀!!","액션배틀집사성장만화","9.54"
"1924","오리씨와 이글군","오리 아빠와 독수리 아들의 일상","9.85"
"1925","미즈라 태양의 성","쫄깃탄탄 환상서사극","9.91"
"1926","내 남친은 이세계를 구한 용사님!?","용사여친의 대학생활","9.86"
"1927","채소담","채지니의 일상툰","9.71"
"1928","나의 작업실","웹툰작가가 꿈인 도민우(25) 그가 카페에서 하루종일 그림을 그리면서 생기는 일상 러브코미디","9.85"
"1929","따뜻한 나의 코코","우리들을 위한 이야기","9.90"
"1930","단짠남녀","굶지 말고 사랑하기","9.89"
"1931","데일리 프랑스","프랑스 일기","9.90"
"1932","마키시의 이웃들","와장창","9.86"
"1933","토끼","토끼야 안녕.","9.74"
"1934","주간도시기담","공포개그만화","9.38"
"1935","저승탈출 넘버원","환생 안 합니다.","9.25"
"1936","초식고등학교","초식동물 학교에 곰이 전학 온다면?","9.88"
"1937","비너스","SF 대모험 활극","9.28"
"1938","그남자의네일공간","후니가 알려주는 네일레시피","9.74"
"1939","오늘은 비","완결 끝!","9.91"
"1940","알바가 아니야!","본격 레스토랑 만화","8.38"
"1941","이차원의 테라리움","영혼을 받았다","9.53"
"1942","이길수 있어","청춘 농구만화.","9.46"
"1943","나는 사람입니다.","좀비생존만화","9.87"
"1944","Alone","[스릴러]","9.79"
"1945","마킹!!","스트리트 바스켓볼","9.24"
"1946","우리들만의 싸이커","프리스타일축구만화","7.90"
"1947","바사무엘","판타지 드라마","9.90"
"1948","서유기","손오공 이야기","9.85"
"1949","아빠랑 춤출래?","담백육아만화!","9.87"
"1950","제카y 제카툰","젴스러운 일상툰","9.81"
"1951","뎐스러워","늘 배고픈 청년 뎐","9.52"
"1952","벚꽃과 불꽃","다른 세계?","9.88"
"1953","굿바이 나의 가디언","그들의 일상생활 판타지","9.64"
"1954","대란(大亂) - 1부 갖춘 자와 갖추지 않은 자","1592년 임진년 음력 4월 13일. 건국 200년 만에 위기에 처한 조선을 2017년에","9.84"
"1955","4월,벚꽃 우리들","벚꽃 흩날리던 4월의 어느 날, 우리들의 이야기","9.89"
"1956","할짝 심리학","심리학 겉핥기","9.90"
"1957","향기를 입다","남자의 변신은 무죄","9.34"
"1958","인삼류","인삼류","9.47"
"1959","U.S.P.O.","이능력자들 사는 이야기","9.38"
"1960","마고령","판타지 무협활극.","9.85"
"1961","배럴","본격 다트웹툰","9.50"
"1962","하늘의 가녘","괴물과 싸우는 인간","9.89"
"1963","헬로도사","도사와 미아망자","9.84"
"1964","캔버스","청춘 로맨스","9.84"
"1965","나는 토끼를 키운다.","토끼 키우는 만화","9.89"
"1966","뱀파이어 수난시대","뱀파이어 수난시대","9.75"
"1967","AIR","붉은눈을 조심해.","9.89"
"1968","양배추숲","자연감성 시골만화","9.90"
"1969","단편만화","단편 이야기","9.28"
"1970","피곤한 직장인 일기","하루 두 컷 일기","9.90"
"1971","엑스프렌즈","이별 사연 에피소드","9.87"
"1972","연애 못하는 여자","연애 못하는 여자들","9.82"
"1973","심야알바","만화가의 맥주집 알바 이야기","9.85"
"1974","미합중국 생존실태 보고서","미국 생존 버라이어티 일상툰","9.82"
"1975","신들을 부탁해!","구슬로 인생치기","9.80"
"1976","WINGS","날개를 가진 자들","9.81"
"1977","하루끝에","20대","9.78"
